Date,Close,High,Low,Open,Volume,Adj Close,Daily_Return,Dividends,Stock Splits
2023-01-01 18:30:00,1188.7774658203125,1190.2081298828125,1175.993896484375,1176.8245849609375,5316175,1170.477783203125,0.0,0.0,0.0
2023-01-02 00:00:00,1170.4779052734375,1171.8865462707408,1157.8911210447166,1158.7090222381169,5316175,1170.4779052734375,-0.015393596424077116,,
2023-01-02 18:30:00,1180.078125,1187.4390869140625,1175.809326171875,1183.7701416015625,7658932,1161.912353515625,0.008201965781079679,0.0,0.0
2023-01-03 00:00:00,1161.9124755859375,1169.160125804233,1157.7093889350726,1165.5476587645308,7658932,1161.9124755859375,-0.015393598973849731,,
2023-01-03 18:30:00,1162.3104248046875,1181.9241943359375,1160.2105712890625,1180.0550537109375,9264891,1144.4183349609375,0.0003424950046684305,0.0,0.0
2023-01-04 00:00:00,1144.418212890625,1163.7300547153022,1142.3506838068283,1161.8896870062515,9264891,1144.418212890625,-0.015393660361490036,,
2023-01-04 18:30:00,1160.233642578125,1170.5482177734375,1155.5955810546875,1164.5948486328125,13637099,1142.37353515625,0.013819624250432483,0.0,0.0
2023-01-05 00:00:00,1142.3734130859375,1152.5292093307503,1137.806748253793,1146.6674842652508,13637099,1142.3734130859375,-0.015393649034776136,,
2023-01-05 18:30:00,1170.7789306640625,1175.8785400390625,1162.195068359375,1166.048583984375,6349597,1152.7562255859375,0.02486535247821653,0.0,0.0
2023-01-06 00:00:00,1152.756348,1157.7774553339088,1144.3046224842542,1148.0988183662998,6349597,1152.756348,-0.015393668430504048,,
2023-01-08 18:30:00,1198.4227294921875,1200.8226318359375,1173.755615234375,1174.655517578125,10722753,1179.9747314453125,0.03961494688050737,0.0,0.0
2023-01-09 00:00:00,1179.9747314453125,1182.3376907366148,1155.687332011369,1156.573382,10722753,1179.9747314453125,-0.015393564885649358,,
2023-01-09 18:30:00,1180.701171875,1202.6685791015625,1174.9786376953125,1202.6685791015625,8047142,1162.52587890625,0.000615640666133288,0.0,0.0
2023-01-10 00:00:00,1162.525879,1184.155127696438,1156.891435377878,1184.155127696438,8047142,1162.525879,-0.015393643461992124,,
2023-01-10 18:30:00,1165.81787109375,1180.5166015625,1163.4871826171875,1177.9783935546875,11509553,1147.8717041015625,0.0028317581167154326,0.0,0.0
2023-01-11 00:00:00,1147.871582,1162.344044167369,1145.5767715508584,1159.8449086559888,11509553,1147.871582,-0.015393733051040859,,
2023-01-11 18:30:00,1140.6429443359375,1168.748291015625,1137.5970458984375,1165.2178955078125,17688773,1123.084228515625,-0.006297427149008827,0.0,0.0
2023-01-12 00:00:00,1123.084228515625,1150.7569299071174,1120.0852177263123,1147.280880250268,17688773,1123.084228515625,-0.01539370046297428,,
2023-01-12 18:30:00,1138.7969970703125,1141.242919921875,1123.5675048828125,1134.5511474609375,20618583,1121.266845703125,0.013990730308317989,0.0,0.0
2023-01-13 00:00:00,1121.2667236328125,1123.6749947373953,1106.2716693328798,1117.0862332620186,20618583,1121.2667236328125,-0.015393677259949445,,
2023-01-15 18:30:00,1127.9517822265625,1144.3580322265625,1120.06005859375,1141.150634765625,13623855,1110.58837890625,0.005962059207546,0.0,0.0
2023-01-16 00:00:00,1110.5885009765625,1126.7421991055548,1102.8182596793808,1123.584175159578,13623855,1110.5885009765625,-0.015393637851899178,,
2023-01-16 18:30:00,1143.9658203125,1145.904052734375,1130.9515380859375,1134.3665771484375,10751000,1126.3560791015625,0.030053723144610522,0.0,0.0
2023-01-17 00:00:00,1126.3560791015625,1128.2644751675343,1113.5421334042796,1116.9046027544262,10751000,1126.3560791015625,-0.015393590348815711,,
